Time,Attacks,Power
1684481100033,0,306.79999999999995
1684481100234,0,306.4
1684481100434,0,307.6
1684481100635,0,307.2
1684481100836,0,310.8
1684481101036,0,319.2
1684481101236,0,308.0
1684481101436,0,308.0
1684481101637,0,306.79999999999995
1684481101837,0,306.79999999999995
1684481102037,0,308.4
1684481102238,0,308.79999999999995
1684481102438,0,307.6
1684481102638,0,306.79999999999995
1684481102838,0,306.0
1684481103039,0,307.2
1684481103239,0,306.4
1684481103439,0,307.2
1684481103639,0,306.4
1684481103840,0,306.0
1684481104040,0,307.6
1684481104240,0,306.79999999999995
1684481104440,0,307.2
1684481104641,0,306.79999999999995
1684481104841,0,306.0
1684481105041,0,307.2
1684481105242,0,306.4
1684481105442,0,307.2
1684481105642,0,306.4
1684481105842,0,306.0
1684481106043,0,307.2
1684481106243,0,307.2
1684481106443,0,306.4
1684481106643,0,306.4
1684481106844,0,306.0
1684481107044,0,307.2
1684481107244,0,307.2
1684481107445,0,306.79999999999995
1684481107645,0,306.79999999999995
1684481107845,0,306.4
1684481108045,0,307.2
1684481108246,0,307.2
1684481108446,0,306.4
1684481108646,0,308.4
1684481108847,0,306.0
1684481109047,0,307.6
1684481109247,0,306.79999999999995
1684481109447,0,306.4
1684481109648,0,306.79999999999995
1684481109848,0,306.4
1684481110048,0,307.2
1684481110248,0,306.79999999999995
1684481110449,0,307.6
1684481110649,0,307.2
1684481110849,0,306.79999999999995
1684481111049,0,306.79999999999995
1684481111250,0,307.2
1684481111450,0,306.4
1684481111650,0,307.2
1684481111851,0,307.6
1684481112051,0,306.79999999999995
1684481112251,0,308.4
1684481112451,0,306.0
1684481112652,0,307.2
1684481112852,0,308.0
1684481113052,0,306.79999999999995
1684481113252,0,306.79999999999995
1684481113453,0,306.4
1684481113653,0,307.2
1684481113853,0,306.0
1684481114054,0,306.4
1684481114254,0,306.4
1684481114454,0,306.4
1684481114654,0,307.2
1684481114855,0,306.0
1684481115055,0,306.4
1684481115255,0,306.79999999999995
1684481115455,0,306.79999999999995
1684481115656,0,307.6
1684481115856,0,310.8
1684481116056,0,308.0
1684481116257,0,307.2
1684481116457,0,306.4
1684481116657,0,307.2
1684481116857,0,306.0
1684481117057,0,307.2
1684481117258,0,307.2
1684481117458,0,306.79999999999995
1684481117659,0,307.2
1684481117859,0,306.0
1684481118059,0,305.6
1684481118259,0,306.79999999999995
1684481118460,0,306.79999999999995
1684481118660,0,306.79999999999995
1684481118860,0,306.0
1684481119060,0,308.0
1684481119261,0,306.79999999999995
1684481119461,0,306.0
1684481119661,0,307.2
1684481119861,0,306.4
1684481120062,0,306.0
1684481120262,0,307.2
1684481120462,0,306.79999999999995
1684481120663,0,306.79999999999995
1684481120863,0,306.79999999999995
1684481121063,0,306.4
1684481121263,0,306.79999999999995
1684481121464,0,306.79999999999995
1684481121664,0,307.6
1684481121864,0,306.4
1684481122065,0,306.0
1684481122265,0,307.2
1684481122465,0,306.79999999999995
1684481122665,0,306.79999999999995
1684481122866,0,306.4
1684481123066,0,306.79999999999995
1684481123266,0,308.4
1684481123466,0,307.2
1684481123667,0,307.6
1684481123867,0,306.79999999999995
1684481124067,0,306.79999999999995
1684481124267,0,306.4
1684481124468,0,307.2
1684481124668,0,307.2
1684481124868,0,306.79999999999995
1684481125069,0,306.4
1684481125269,0,307.2
1684481125469,0,306.79999999999995
1684481125669,0,307.2
1684481125870,0,307.2
1684481126070,0,306.0
1684481126270,0,306.79999999999995
1684481126470,0,307.2
1684481126671,0,307.2
1684481126871,0,306.0
1684481127071,0,306.0
1684481127272,0,308.0
1684481127472,0,307.2
1684481127672,0,307.2
1684481127872,0,306.4
1684481128073,0,306.4
1684481128273,0,307.2
1684481128473,0,306.4
1684481128673,0,306.79999999999995
1684481128874,0,307.2
1684481129074,0,306.79999999999995
1684481129274,0,307.2
1684481129475,0,306.0
1684481129675,0,307.6
1684481129875,0,306.4
1684481130075,0,305.6
1684481130276,0,306.79999999999995
1684481130476,0,310.4
1684481130676,0,306.4
1684481130876,0,311.2
1684481131077,0,306.79999999999995
1684481131277,0,307.2
1684481131477,0,306.0
1684481131678,0,307.2
1684481131878,0,306.4
1684481132078,0,306.79999999999995
1684481132278,0,306.4
1684481132479,0,306.79999999999995
1684481132679,0,306.79999999999995
1684481132879,0,306.4
1684481133080,0,306.0
1684481133280,0,306.79999999999995
1684481133480,0,307.2
1684481133680,0,307.2
1684481133881,0,306.79999999999995
1684481134081,0,306.4
1684481134281,0,306.79999999999995
1684481134481,0,306.79999999999995
1684481134682,0,306.79999999999995
1684481134882,0,306.79999999999995
1684481135082,0,306.4
1684481135283,0,306.4
1684481135483,0,306.4
1684481135683,0,306.79999999999995
1684481135883,0,307.6
1684481136084,0,306.4
1684481136284,0,306.0
1684481136484,0,306.4
1684481136684,0,306.79999999999995
1684481136885,0,305.6
1684481137085,0,306.4
1684481137285,0,308.79999999999995
1684481137486,0,306.79999999999995
1684481137686,0,306.79999999999995
1684481137886,0,307.2
1684481138086,0,306.0
1684481138287,0,305.6
1684481138487,0,306.4
1684481138687,0,306.4
1684481138888,0,305.2
1684481139088,0,306.0
1684481139288,0,306.0
1684481139488,0,306.4
1684481139689,0,306.4
1684481139889,0,306.4
1684481140089,0,306.0
1684481140289,0,305.2
1684481140490,0,306.4
1684481140690,0,306.0
1684481140890,0,306.0
1684481141091,0,306.0
1684481141291,0,306.4
1684481141491,0,306.4
1684481141691,0,306.0
1684481141892,0,305.6
1684481142092,0,306.0
1684481142292,0,306.79999999999995
1684481142493,0,306.0
1684481142693,0,306.0
1684481142893,0,306.0
1684481143093,0,305.2
1684481143294,0,306.0
1684481143494,0,306.0
1684481143694,0,306.4
1684481143894,0,306.0
1684481144095,0,305.6
1684481144295,0,306.0
1684481144495,0,305.6
1684481144696,0,304.8
1684481144896,0,305.6
1684481145096,0,307.2
1684481145296,0,306.4
1684481145497,0,306.0
1684481145697,0,306.4
1684481145897,0,309.59999999999997
1684481146097,0,306.79999999999995
1684481146298,0,306.0
1684481146498,0,306.0
1684481146698,0,305.6
1684481146899,0,305.2
1684481147099,0,306.0
1684481147299,0,306.0
1684481147499,0,306.0
1684481147700,0,306.4
1684481147900,0,305.6
1684481148100,0,305.2
1684481148301,0,305.6
1684481148501,0,305.6
