Time,Attacks,Power
1684995196738,0,568.0
1684995196939,0,555.2
1684995197140,0,540.8
1684995197342,0,545.6
1684995197543,0,553.5999999999999
1684995197743,0,546.4
1684995197943,0,528.0
1684995198147,0,518.4
1684995198343,0,554.8
1684995198544,0,543.1999999999999
1684995198745,0,499.59999999999997
1684995198945,0,365.6
1684995199145,0,316.79999999999995
1684995199345,0,310.8
1684995199546,0,308.4
1684995199746,0,308.79999999999995
1684995199946,0,308.0
1684995200146,0,307.2
1684995200347,0,309.2
1684995200547,0,309.2
1684995200747,0,309.2
1684995200947,0,309.2
1684995201148,0,372.4
1684995201348,0,382.0
1684995201548,0,375.6
1684995201749,0,408.0
1684995201949,0,519.6
1684995202149,0,538.0
1684995202349,0,534.8
1684995202550,0,522.8
1684995202750,0,524.4
1684995202950,0,542.4
1684995203150,0,544.8
1684995203351,0,555.2
1684995203551,0,566.8
1684995203751,0,516.4
1684995203952,0,353.59999999999997
1684995204152,0,314.8
1684995204352,0,309.59999999999997
1684995204552,0,308.79999999999995
1684995204753,0,308.79999999999995
1684995204953,0,309.2
1684995205153,0,310.0
1684995205353,0,309.59999999999997
1684995205554,0,308.0
1684995205754,0,312.8
1684995205954,0,310.0
1684995206155,0,372.0
1684995206355,0,378.8
1684995206555,0,371.19999999999993
1684995206755,0,408.40000000000003
1684995206956,0,519.1999999999999
1684995207156,0,549.1999999999999
1684995207356,0,546.4
1684995207556,0,566.4
1684995207757,0,521.2
1684995207957,0,520.8
1684995208157,0,522.0
1684995208357,0,545.6
1684995208558,0,542.8
1684995208758,0,512.0
1684995208958,0,362.4
1684995209159,0,316.79999999999995
1684995209359,0,309.2
1684995209559,0,307.6
1684995209759,0,308.4
1684995209960,0,308.0
1684995210160,0,307.6
1684995210360,0,307.6
1684995210560,0,308.0
1684995210761,0,309.2
1684995210961,0,310.8
1684995211161,0,370.4
1684995211362,0,380.79999999999995
1684995211562,0,372.8
1684995211762,0,432.0
1684995211962,0,528.8
1684995212163,0,553.1999999999999
1684995212363,0,523.1999999999999
1684995212563,0,538.8
1684995212764,0,537.5999999999999
1684995212964,0,543.5999999999999
1684995213164,0,544.8
1684995213364,0,538.8
1684995213565,0,555.2
1684995213765,0,538.8
1684995213965,0,373.2
1684995214166,0,318.0
1684995214366,0,309.2
1684995214566,0,308.79999999999995
1684995214766,0,309.59999999999997
1684995214967,0,308.0
1684995215167,0,309.2
1684995215367,0,307.2
1684995215568,0,308.0
1684995215768,0,307.6
1684995215968,0,307.6
1684995216168,0,378.0
1684995216369,0,379.59999999999997
1684995216569,0,373.99999999999994
1684995216769,0,426.4
1684995216969,0,520.8
1684995217170,0,548.4
1684995217370,0,547.5999999999999
1684995217570,0,532.0
1684995217771,0,536.8
1684995217971,0,557.5999999999999
1684995218171,0,546.8
1684995218370,0,536.8
1684995218572,0,538.8
1684995218772,0,466.4
1684995218972,0,348.40000000000003
1684995219173,0,313.59999999999997
1684995219373,0,309.2
1684995219573,0,308.79999999999995
1684995219773,0,307.6
1684995219974,0,307.2
1684995220174,0,310.8
1684995220374,0,308.4
1684995220574,0,307.6
1684995220775,0,308.79999999999995
1684995220975,0,308.0
1684995221175,0,372.0
1684995221376,0,378.40000000000003
1684995221576,0,370.79999999999995
1684995221776,0,432.0
1684995221976,0,519.6
1684995222177,0,542.8
1684995222377,0,560.4
1684995222577,0,540.4
1684995222778,0,549.6
1684995222978,0,557.5999999999999
1684995223178,0,534.4
1684995223378,0,552.4
1684995223579,0,549.6
1684995223779,0,469.2
1684995223979,0,343.2
1684995224179,0,313.59999999999997
1684995224380,0,308.4
1684995224580,0,309.2
1684995224780,0,308.0
1684995224980,0,308.79999999999995
1684995225181,0,308.4
1684995225381,0,307.6
1684995225581,0,306.79999999999995
1684995225782,0,308.0
1684995225982,0,307.2
1684995226182,0,373.2
1684995226382,0,378.40000000000003
1684995226583,0,371.6
1684995226783,0,432.4
1684995226983,0,520.8
1684995227183,0,565.6
1684995227384,0,542.8
1684995227584,0,559.1999999999999
1684995227784,0,551.6
1684995227985,0,552.0
1684995228185,0,552.0
1684995228385,0,558.4
1684995228585,0,558.0
1684995228786,0,455.6
1684995228986,0,338.40000000000003
1684995229186,0,312.4
1684995229386,0,310.8
1684995229587,0,308.79999999999995
1684995229787,0,307.6
1684995229987,0,309.2
1684995230187,0,308.0
1684995230388,0,307.2
1684995230588,0,309.59999999999997
1684995230788,0,309.2
1684995230989,0,310.0
1684995231189,0,376.79999999999995
1684995231389,0,380.0
1684995231589,0,373.2
1684995231790,0,442.4
1684995231990,0,514.8
1684995232190,0,551.6
1684995232390,0,552.8
1684995232591,0,550.4
1684995232791,0,550.4
1684995232991,0,556.8
1684995233191,0,534.4
1684995233392,0,555.2
1684995233592,0,552.0
1684995233792,0,446.79999999999995
